time [s/256],breathing_rate [rpm](/api/datatype/33/),minute_ventilation [mL/min](/api/datatype/36/),sleep_position [NA](/api/datatype/270/),activity [g](/api/datatype/49/),heart_rate [bpm](/api/datatype/19/),cadence [spm](/api/datatype/53/)
448179427584,17,3306.72,,0.015625,70,0
448179427840,17,3306.72,,0.0,70,0
448179428096,17,3306.72,,0.01953125,70,0
448179428352,17,3306.72,,0.01953125,70,0
448179428608,18,3306.72,,0.0,71,0
448179428864,18,3306.72,,0.0,71,0
448179429120,18,3412.96,,0.0,71,0
448179429376,18,3412.96,,0.0,71,0
448179429632,18,3412.96,,0.0,72,0
448179429888,18,3200.48,,0.0,71,0
448179430144,18,3200.48,,0.0,71,0
448179430400,18,3200.48,,0.0,72,0
448179430656,18,3173.92,,0.0,71,0
448179430912,19,3173.92,,0.0,71,0
448179431168,19,3173.92,,0.0,71,0
448179431424,19,3253.6,,0.0,71,0
448179431680,20,3253.6,,0.0,70,0
448179431936,20,3253.6,,0.0,69,0
448179432192,20,3359.8399999999997,,0.0,69,0
448179432448,20,3359.8399999999997,,0.015625,68,0
448179432704,20,3359.8399999999997,,0.0,68,0
448179432960,20,3359.8399999999997,,0.0,68,0
448179433216,20,3359.8399999999997,,0.0,68,0
448179433472,20,3359.8399999999997,,0.0,68,0
448179433728,20,3439.52,,0.0,68,0
448179433984,20,3439.52,,0.0,68,0
448179434240,20,3439.52,,0.0,68,0
448179434496,20,3439.52,,0.0,68,0
448179434752,20,3306.72,,0.0,68,0
448179435008,19,3306.72,,0.0,69,0
448179435264,19,3306.72,,0.0,69,0
448179435520,19,3386.3999999999996,,0.0,69,0
448179435776,19,3386.3999999999996,,0.0,69,0
448179436032,19,3386.3999999999996,,0.0,69,0
448179436288,19,3107.52,,0.0,68,0
448179436544,19,3107.52,,0.0,68,0
448179436800,19,3107.52,,0.0,68,0
448179437056,19,2908.3199999999997,,0.0,68,0
448179437312,19,2908.3199999999997,,0.0,68,0
448179437568,19,2908.3199999999997,,0.0,67,0
448179437824,19,2709.12,,0.0,67,0
448179438080,19,2709.12,,0.0,67,0
448179438336,19,2709.12,,0.0,66,0
448179438592,19,2695.8399999999997,,0.0,65,0
448179438848,19,2695.8399999999997,,0.0,65,0
448179439104,19,2695.8399999999997,,0.0,64,0
448179439360,19,2470.08,,0.0,64,0
448179439616,19,2470.08,,0.0,64,0
448179439872,19,2470.08,,0.0,64,0
448179440128,19,2377.12,,0.015625,64,0
448179440384,19,2377.12,,0.0,64,0
448179440640,19,2377.12,,0.0,64,0
448179440896,19,2350.56,,0.0,64,0
448179441152,19,2350.56,,0.0,64,0
448179441408,19,2350.56,,0.0,63,0
448179441664,19,2350.56,,0.0,63,0
448179441920,19,2377.12,,0.0,63,0
448179442176,19,2377.12,,0.0,63,0
448179442432,19,2377.12,,0.0,63,0
448179442688,19,2310.72,,0.0,63,0
448179442944,19,2310.72,,0.0,63,0
448179443200,19,2310.72,,0.0,64,0
448179443456,19,2310.72,,0.0,64,0
448179443712,19,2310.72,,0.0,64,0
448179443968,19,2310.72,,0.0,64,0
448179444224,18,2191.2,,0.0,64,0
448179444480,18,2191.2,,0.0,63,0
448179444736,17,2191.2,,0.0,64,0
448179444992,17,2071.68,,0.0,64,0
448179445248,17,2071.68,,0.0,64,0
448179445504,16,2071.68,,0.0,64,0
448179445760,16,1978.7199999999998,,0.0,65,0
448179446016,16,1978.7199999999998,,0.0,65,0
448179446272,17,1978.7199999999998,,0.0,65,0
448179446528,17,1952.1599999999999,,0.0,65,0
448179446784,17,1952.1599999999999,,0.0,64,0
448179447040,17,1952.1599999999999,,0.0,64,0
448179447296,17,1952.1599999999999,,0.0,63,0
448179447552,17,1952.1599999999999,,0.0,63,0
448179447808,17,1952.1599999999999,,0.0,63,0
448179448064,17,2058.4,,0.0,63,0
448179448320,17,2058.4,,0.0,63,0
448179448576,17,2058.4,,0.0,63,0
448179448832,18,2071.68,,0.0,63,0
448179449088,18,2071.68,,0.0,63,0
448179449344,18,2071.68,,0.0,63,0
448179449600,18,2124.7999999999997,,0.0,63,0
448179449856,19,2124.7999999999997,,0.015625,63,0
448179450112,19,2124.7999999999997,,0.0,63,0
448179450368,20,2231.04,,0.0,63,0
448179450624,20,2231.04,,0.0,63,0
448179450880,20,2231.04,,0.0,63,0
448179451136,20,3864.48,,0.0,64,0
448179451392,20,3864.48,,0.0,64,0
448179451648,20,3864.48,,0.0,64,0
448179451904,20,3864.48,,0.0,64,0
448179452160,20,3744.96,,0.0,64,0
448179452416,19,3744.96,,0.0,64,0
448179452672,19,3744.96,,0.0,64,0
448179452928,19,3691.8399999999997,,0.0,64,0
448179453184,19,3691.8399999999997,,0.0,64,0
448179453440,19,3691.8399999999997,,0.0,65,0
448179453696,19,3691.8399999999997,,0.0,65,0
448179453952,19,3691.8399999999997,,0.0,65,0
448179454208,19,3691.8399999999997,,0.0,65,0
448179454464,19,3771.52,,0.0,65,0
448179454720,19,3771.52,,0.0,65,0
448179454976,19,3771.52,,0.0,64,0
448179455232,19,3944.16,,0.0,64,0
448179455488,19,3944.16,,0.0,64,0
448179455744,19,3944.16,,0.0,64,0
448179456000,19,3864.48,,0.0,64,0
448179456256,19,3864.48,,0.0,64,0
448179456512,19,3864.48,,0.0,64,0
448179456768,19,2563.04,,0.0,64,0
448179457024,20,2563.04,,0.0,64,0
448179457280,20,2563.04,,0.0,64,0
448179457536,20,2695.8399999999997,,0.0,64,0
448179457792,20,2695.8399999999997,,0.0,64,0
448179458048,20,2695.8399999999997,,0.0,64,0
448179458304,20,2961.44,,0.0,64,0
448179458560,20,2961.44,,0.0,64,0
448179458816,20,2961.44,,0.0,64,0
448179459072,20,2934.8799999999997,,0.0,64,0
448179459328,20,2934.8799999999997,,0.0,64,0
448179459584,20,2934.8799999999997,,0.0,64,0
448179459840,20,3147.3599999999997,,0.0,64,0
448179460096,20,3147.3599999999997,,0.0,64,0
448179460352,20,3147.3599999999997,,0.0,64,0
448179460608,20,3452.7999999999997,,0.0,64,0
448179460864,20,3452.7999999999997,,0.0,64,0
448179461120,20,3452.7999999999997,,0.0,64,0
448179461376,19,3691.8399999999997,,0.0,64,0
448179461632,19,3691.8399999999997,,0.0,64,0
448179461888,19,3691.8399999999997,,0.0,64,0
448179462144,20,3691.8399999999997,,0.0,65,0
448179462400,19,3505.9199999999996,,0.0,65,0
448179462656,19,3505.9199999999996,,0.0,65,0
448179462912,19,3505.9199999999996,,0.0,65,0
448179463168,19,3505.9199999999996,,0.0,65,0
448179463424,19,3505.9199999999996,,0.0,65,0
448179463680,19,3519.2,,0.0,66,0
448179463936,19,3519.2,,0.0,66,0
448179464192,19,3519.2,,0.0,66,0
448179464448,20,3519.2,,0.0,66,0
448179464704,19,3837.9199999999996,,0.0,66,0
448179464960,19,3837.9199999999996,,0.0,66,0
448179465216,19,3837.9199999999996,,0.0,66,0
448179465472,19,3585.6,,0.0,66,0
448179465728,19,3585.6,,0.0,66,0
448179465984,19,3585.6,,0.0,65,0
448179466240,19,3585.6,,0.0,65,0
448179466496,19,3120.7999999999997,,0.0,65,0
448179466752,19,3120.7999999999997,,0.0,65,0
448179467008,19,3120.7999999999997,,0.0,65,0
448179467264,19,2961.44,,0.0,64,0
448179467520,18,2961.44,,0.0,64,0
448179467776,18,2961.44,,0.0,64,0
448179468032,18,3014.56,,0.0,64,0
448179468288,18,3014.56,,0.0,64,0
448179468544,18,3014.56,,0.0,63,0
448179468800,18,2961.44,,0.0,63,0
448179469056,18,2961.44,,0.015625,63,0
448179469312,18,2961.44,,0.0,63,0
448179469568,18,2934.8799999999997,,0.0,63,0
448179469824,18,2934.8799999999997,,0.0,64,0
448179470080,18,2934.8799999999997,,0.0,64,0
448179470336,18,2616.16,,0.0,64,0
448179470592,18,2616.16,,0.0,64,0
448179470848,18,2616.16,,0.0,64,0
448179471104,19,2576.3199999999997,,0.0,65,0
448179471360,19,2576.3199999999997,,0.0,64,0
448179471616,19,2576.3199999999997,,0.0,64,0
448179471872,19,2589.6,,0.0,64,0
448179472128,19,2589.6,,0.0,64,0
448179472384,19,2589.6,,0.0,64,0
448179472640,19,2589.6,,0.0,65,0
448179472896,19,2695.8399999999997,,0.0,65,0
448179473152,19,2695.8399999999997,,0.0,65,0
448179473408,19,2695.8399999999997,,0.0,65,0
448179473664,19,2496.64,,0.0,65,0
448179473920,19,2496.64,,0.0,65,0
448179474176,19,2496.64,,0.0,65,0
448179474432,19,3107.52,,0.015625,65,0
448179474688,19,3107.52,,0.015625,65,0
448179474944,20,3107.52,,0.0,66,0
448179475200,20,3187.2,,0.0,66,0
448179475456,20,3187.2,,0.0,67,0
448179475712,20,3187.2,,0.015625,67,0
448179475968,20,3266.8799999999997,,0.0,67,0
448179476224,20,3266.8799999999997,,0.0,68,0
448179476480,20,3266.8799999999997,,0.0,68,0
448179476736,20,3200.48,,0.0,68,0
448179476992,20,3200.48,,0.0,68,0
448179477248,20,3200.48,,0.0,68,0
448179477504,20,3386.3999999999996,,0.0,68,0
448179477760,20,3386.3999999999996,,0.0,68,0
448179478016,20,3386.3999999999996,,0.0,68,0
448179478272,20,3386.3999999999996,,0.0,68,0
448179478528,20,3386.3999999999996,,0.0,67,0
448179478784,20,3386.3999999999996,,0.0,67,0
448179479040,19,2855.2,,0.0,67,0
448179479296,18,2855.2,,0.0,67,0
448179479552,17,2855.2,,0.01953125,67,0
448179479808,17,2855.2,,0.015625,67,0
448179480064,17,2855.2,,0.015625,67,0
448179480320,17,3027.8399999999997,,0.01953125,67,0
448179480576,17,2934.8799999999997,,0.015625,68,0
448179480832,17,2934.8799999999997,,0.015625,68,0
448179481088,17,2868.48,,0.0,69,0
448179481344,17,2868.48,,0.0,69,0
448179481600,18,2868.48,,0.0,70,0
448179481856,18,2988.0,,0.0,71,0
448179482112,18,2988.0,,0.0,71,0
448179482368,18,3306.72,,0.0,71,0
448179482624,19,3306.72,,0.0,71,0
448179482880,19,3306.72,,0.0,71,0
448179483136,19,3399.68,,0.0,71,0
448179483392,19,3399.68,,0.0,71,0
448179483648,20,3944.16,,0.0,71,0
448179483904,21,3944.16,,0.0,70,0
448179484160,22,3944.16,,0.0,70,0
448179484416,23,3944.16,,0.0,70,0
448179484672,23,3944.16,,0.0,69,0
448179484928,23,3944.16,,0.0,69,0
448179485184,22,3466.08,,0.0,69,0
448179485440,22,3466.08,,0.0,68,0
448179485696,22,3466.08,,0.0,68,0
448179485952,21,3466.08,,0.015625,69,0
448179486208,21,3306.72,,0.015625,69,0
448179486464,20,3306.72,,0.0,70,0
448179486720,19,3306.72,,0.0,70,0
448179486976,19,3240.3199999999997,,0.015625,71,0
448179487232,19,3240.3199999999997,,0.0,71,0
448179487488,19,3134.08,,0.015625,71,0
448179487744,19,3134.08,,0.0,72,0
448179488000,19,3094.24,,0.0,72,0
448179488256,19,3094.24,,0.0,72,0
448179488512,19,3094.24,,0.0,73,0
448179488768,19,3094.24,,0.0,74,0
448179489024,19,2868.48,,0.0,74,0
448179489280,18,2868.48,,0.015625,74,0
448179489536,18,2868.48,,0.01953125,74,0
448179489792,18,2868.48,,0.015625,74,0
448179490048,18,2868.48,,0.01953125,75,0
448179490304,18,3479.3599999999997,,0.01953125,75,0
448179490560,17,3479.3599999999997,,0.015625,76,0
448179490816,16,3479.3599999999997,,0.015625,76,0
448179491072,16,3479.3599999999997,,0.015625,76,0
448179491328,16,3479.3599999999997,,0.015625,77,0
448179491584,16,3479.3599999999997,,0.015625,76,0
448179491840,16,3718.3999999999996,,0.015625,76,0
448179492096,16,3718.3999999999996,,0.015625,76,0
448179492352,16,3718.3999999999996,,0.0,76,0
448179492608,16,3718.3999999999996,,0.0,76,0
448179492864,16,3718.3999999999996,,0.0,76,0
448179493120,16,3718.3999999999996,,0.0,75,0
448179493376,16,4063.68,,0.0,75,0
448179493632,15,4063.68,,0.0,74,0
448179493888,15,4063.68,,0.0,74,0
448179494144,15,4063.68,,0.0,73,0
448179494400,15,4063.68,,0.0,73,0
448179494656,15,4063.68,,0.015625,73,0
448179494912,15,3904.3199999999997,,0.015625,73,0
448179495168,14,3904.3199999999997,,0.0,74,0
448179495424,13,3904.3199999999997,,0.0,74,0
448179495680,13,3904.3199999999997,,0.0,74,0
448179495936,13,3904.3199999999997,,0.0,74,0
448179496192,13,3904.3199999999997,,0.0,73,0
448179496448,13,3904.3199999999997,,0.0,72,0
448179496704,13,3904.3199999999997,,0.0,72,0
448179496960,13,3359.8399999999997,,0.0,72,0
448179497216,12,3359.8399999999997,,0.0,72,0
448179497472,11,3359.8399999999997,,0.0,71,0
448179497728,11,3359.8399999999997,,0.0,71,0
448179497984,11,3359.8399999999997,,0.0,70,0
448179498240,11,3280.16,,0.0,70,0
448179498496,11,3280.16,5.0,0.03515625,69,0
448179498752,11,3280.16,,0.2421875,69,0
448179499008,10,3280.16,,0.171875,69,0
448179499264,10,3280.16,,0.18359375,69,0
448179499520,10,3280.16,,0.34765625,69,0
448179499776,11,3280.16,,0.28125,69,0
448179500032,11,3280.16,,0.22265625,69,0
448179500288,11,3280.16,,0.09765625,70,0
448179500544,10,3280.16,,0.109375,72,0
448179500800,10,3280.16,,0.34765625,75,0
448179501056,10,3280.16,,0.265625,75,0
448179501312,10,3280.16,,0.30078125,75,0
448179501568,10,3479.3599999999997,,0.28515625,75,0
448179501824,9,3479.3599999999997,,1.21875,75,0
448179502080,8,3479.3599999999997,,0.41796875,75,0
448179502336,8,3479.3599999999997,,0.42578125,75,0
448179502464.0,,,nan,,,
448179704320.0,,,nan,,,
448179704576,10,0.0,5.0,0.0,70,0
448179704832,10,0.0,,0.0,70,0
448179705088,10,0.0,,0.0,70,0
448179705344,10,0.0,,0.32421875,70,0
448179705600,10,0.0,,0.23828125,70,0
448179705856,10,0.0,,0.08984375,70,0
448179706112,10,0.0,,0.05859375,70,0
448179706368,10,0.0,,0.203125,70,0
448179706624,10,0.0,,0.01953125,70,0
448179706880,10,0.0,,0.1171875,70,0
448179707136,10,0.0,,0.1015625,70,0
448179707392,10,0.0,,0.33984375,91,0
448179707648,10,0.0,,0.21484375,90,0
448179707904,10,0.0,,0.55078125,83,0
448179708160,10,0.0,,0.56640625,78,0
448179708416,10,0.0,,0.21484375,78,0
448179708672,10,0.0,,0.12890625,79,0
448179708928,10,0.0,,0.0625,80,0
448179709184,10,0.0,,0.05859375,74,0
448179709440,10,0.0,,0.0234375,74,0
448179709696,10,0.0,,0.0,75,0
448179709952,10,0.0,,0.0,74,0
448179710208,10,0.0,,0.015625,73,0
448179710464,10,0.0,,0.015625,75,0
448179710720,10,0.0,,0.015625,73,0
448179710976,10,0.0,,0.0390625,72,0
448179711232,10,0.0,,0.0234375,70,0
448179711488,10,0.0,,0.01953125,72,0
448179711744,10,0.0,,0.0,76,0
448179712000,10,0.0,,0.0,74,0
448179712256,10,0.0,,0.0,72,0
448179712512,10,0.0,,0.0,73,0
448179712768,10,0.0,,0.015625,71,0
448179713024,10,0.0,,0.0625,71,0
448179713280,10,0.0,,0.03515625,71,0
448179713536,10,0.0,,0.0234375,71,0
448179713792,10,0.0,,0.0,71,0
448179714048,10,0.0,,0.015625,71,0
448179714304,10,0.0,,0.0,71,0
448179714560,10,0.0,,0.0,71,0
448179714816,10,0.0,,0.0,71,0
448179715072,10,0.0,,0.0,71,0
448179715328,10,0.0,,0.0,71,0
448179715584,10,0.0,,0.0,71,0
448179715840,10,0.0,,0.0,71,0
448179716096,10,0.0,,0.015625,71,0
448179716352,10,0.0,,0.0,71,0
448179716608,10,0.0,,0.015625,71,0
448179716864,10,0.0,,0.015625,71,0
448179717120,10,0.0,,0.0,71,0
448179717376,10,0.0,,0.0234375,71,0
448179717632,10,0.0,,0.109375,71,0
448179717888,10,0.0,,0.015625,71,0
448179718144,10,0.0,,0.03515625,71,0
448179718400,10,0.0,,0.0234375,72,0
448179718656,10,0.0,,0.03125,72,0
448179718912,10,0.0,,0.0,73,0
448179719168,10,0.0,,0.0546875,72,0
448179719424,10,0.0,,0.0625,72,0
448179719680,10,0.0,,0.05078125,72,0
448179719936,10,0.0,,0.01953125,72,0
448179720192,10,0.0,,0.01953125,72,0
448179720448,10,0.0,,0.01953125,73,0
448179720704,10,0.0,,0.015625,72,0
448179720960,10,0.0,,0.0,73,0
448179721216,10,0.0,,0.0,73,0
448179721472,10,0.0,,0.0,73,0
448179721728,10,0.0,,0.0,72,0
448179721984,10,0.0,,0.0,72,0
448179722240,10,0.0,,0.0,71,0
448179722496,10,0.0,,0.0,70,0
448179722752,10,0.0,,0.0,70,0
448179723008,10,0.0,,0.0,70,0
448179723264,10,0.0,,0.0,70,0
448179723520,10,0.0,,0.015625,70,0
448179723776,10,0.0,,0.015625,70,0
448179724032,10,0.0,,0.0,70,0
448179724288,10,0.0,,0.0,70,0
448179724544,10,0.0,,0.0,70,0
448179724800,10,0.0,,0.0,69,0
448179725056,10,0.0,,0.0,69,0
448179725312,10,0.0,,0.0,69,0
448179725568,10,0.0,,0.0,69,0
448179725824,10,0.0,,0.01953125,69,0
448179726080,10,0.0,,0.0,70,0
448179726336,10,0.0,,0.0,70,0
448179726592,10,0.0,,0.0,71,0
448179726848,10,0.0,,0.0,71,0
448179727104,10,0.0,,0.0,71,0
448179727360,10,0.0,,0.0,71,0
448179727616,10,0.0,,0.015625,70,0
448179727872,10,0.0,,0.0,70,0
448179728128,10,0.0,,0.0,70,0
448179728384,10,0.0,,0.0,70,0
448179728640,10,0.0,,0.0,69,0
448179728896,10,0.0,,0.02734375,70,0
448179729152,10,0.0,,0.03125,71,0
448179729408,10,0.0,,0.03125,71,0
448179729664,10,0.0,,0.0234375,71,0
448179729920,10,0.0,,0.015625,71,0
448179730176,10,0.0,,0.015625,70,0
448179730432,10,0.0,,0.015625,70,0
448179730688,10,0.0,,0.0,70,0
448179730944,10,0.0,,0.0,70,0
448179731200,10,0.0,,0.0,70,0
448179731456,10,0.0,,0.0,70,0
448179731712,10,0.0,,0.01953125,71,0
448179731968,10,0.0,,0.0,71,0
448179732224,10,0.0,,0.0,71,0
448179732480,10,0.0,,0.0,69,0
448179732736,10,0.0,,0.0,69,0
448179732992,10,0.0,,0.0,68,0
448179733248,10,0.0,,0.0,68,0
448179733504,10,0.0,,0.0,67,0
448179733760,10,0.0,,0.0,67,0
448179734016,10,0.0,,0.0,67,0
448179734272,10,0.0,,0.0,66,0
448179734528,10,0.0,,0.0,66,0
448179734784,10,0.0,,0.0,66,0
448179735040,10,0.0,,0.0,66,0
448179735296,8,0.0,,0.0,66,0
448179735552,4,0.0,,0.0,66,0
448179735808,1,0.0,,0.0,66,0
448179736064,2,0.0,,0.0,66,0
448179736320,2,0.0,,0.0,66,0
448179736576,1,0.0,,0.0,66,0
448179736832,1,0.0,,0.0,66,0
448179737088,1,0.0,,0.0,67,0
448179737344,1,0.0,,0.0,68,0
448179737600,1,0.0,,0.0,68,0
448179737856,1,0.0,,0.0,69,0
448179738112,1,0.0,,0.0,69,0
448179738368,1,0.0,,0.0,70,0
448179738624,1,0.0,,0.0,70,0
448179738880,1,0.0,,0.0,70,0
448179739136,1,0.0,,0.0,70,0
448179739392,1,0.0,,0.0,70,0
448179739648,1,0.0,,0.0,70,0
448179739904,1,0.0,,0.015625,70,0
448179740160,1,0.0,,0.015625,71,0
448179740416,1,0.0,,0.0,71,0
448179740672,1,0.0,,0.0,71,0
448179740928,1,0.0,,0.015625,71,0
448179741184,1,0.0,,0.0,71,0
448179741440,1,0.0,,0.015625,70,0
448179741696,1,0.0,,0.0,70,0
448179741952,1,0.0,,0.015625,71,0
448179742208,1,0.0,,0.015625,71,0
448179742464,1,0.0,,0.03515625,71,0
448179742720,1,0.0,,0.015625,71,0
448179742976,1,0.0,,0.015625,71,0
448179743232,1,0.0,,0.0,71,0
448179743488,1,0.0,,0.0,71,0
448179743744,1,0.0,,0.0,70,0
448179744000,1,0.0,,0.0,70,0
448179744256,1,0.0,,0.0,70,0
448179744512,1,0.0,,0.0,69,0
448179744768,1,0.0,,0.0,69,0
448179745024,1,0.0,,0.0,69,0
448179745280,1,0.0,,0.0,68,0
448179745536,1,0.0,,0.0,68,0
448179745792,1,0.0,,0.0,68,0
448179746048,1,0.0,,0.0,67,0
448179746304,1,0.0,,0.0,67,0
448179746560,1,0.0,,0.0,67,0
448179746816,1,0.0,,0.015625,67,0
448179747072,1,0.0,,0.015625,67,0
448179747328,1,0.0,,0.0,67,0
448179747584,1,0.0,,0.015625,68,0
448179747840,1,0.0,,0.0,67,0
448179748096,1,0.0,,0.0,68,0
448179748352,1,0.0,,0.0,67,0
448179748608,1,0.0,,0.0,67,0
448179748864,1,0.0,,0.0,67,0
448179749120,1,0.0,,0.0,67,0
448179749376,1,0.0,,0.0,67,0
448179749632,1,0.0,,0.0,67,0
448179749888,1,0.0,,0.0,68,0
448179750144,1,0.0,,0.0,68,0
448179750400,1,0.0,,0.0,68,0
448179750656,1,0.0,,0.0,68,0
448179750912,1,0.0,,0.015625,67,0
448179751168,1,0.0,,0.0,67,0
448179751424,1,0.0,,0.0,67,0
448179751680,1,0.0,,0.0,67,0
448179751936,1,0.0,,0.0,67,0
448179752192,1,0.0,,0.0,68,0
448179752448,1,0.0,,0.0,69,0
448179752704,1,0.0,,0.0,69,0
448179752960,1,0.0,,0.0,69,0
448179753216,1,0.0,,0.0,68,0
448179753472,1,0.0,,0.0,68,0
448179753728,1,0.0,,0.0,68,0
448179753984,1,0.0,,0.0,68,0
448179754240,1,0.0,,0.0,67,0
448179754496,1,0.0,,0.0,67,0
448179754752,1,0.0,,0.0,67,0
448179755008,1,0.0,,0.0,67,0
448179755264,1,0.0,,0.0,67,0
448179755520,1,0.0,,0.0,67,0
448179755776,1,0.0,,0.0,67,0
448179756032,1,0.0,,0.0,67,0
448179756288,1,0.0,,0.0,67,0
448179756544,1,0.0,,0.0,67,0
448179756800,1,0.0,,0.015625,67,0
448179757056,1,0.0,,0.0,67,0
448179757312,1,0.0,,0.0,67,0
448179757568,1,0.0,,0.0,68,0
448179757824,1,0.0,,0.0,68,0
448179758080,1,0.0,,0.0,69,0
448179758336,1,0.0,,0.0,69,0
448179758592,1,0.0,,0.0,68,0
448179758848,1,0.0,,0.0,68,0
448179759104,1,0.0,,0.0,68,0
448179759360,1,0.0,,0.0,67,0
448179759616,1,0.0,,0.0,67,0
448179759872,1,0.0,,0.0,68,0
448179760128,1,0.0,,0.0,68,0
448179760384,1,0.0,,0.0,69,0
448179760640,1,0.0,,0.0,69,0
448179760896,1,0.0,,0.0,69,0
448179761152,1,0.0,,0.0,68,0
448179761408,1,0.0,,0.0,68,0
448179761664,1,0.0,,0.0,68,0
448179761920,1,0.0,,0.0,67,0
448179762176,1,0.0,,0.0,68,0
448179762432,1,0.0,,0.0,69,0
448179762688,1,0.0,,0.0,70,0
448179762944,1,0.0,,0.0,70,0
448179763200,1,0.0,,0.0,70,0
448179763456,1,0.0,,0.0,70,0
448179763712,1,0.0,,0.0,70,0
448179763968,1,0.0,,0.0,70,0
448179764224,1,0.0,,0.0,70,0
448179764480,1,0.0,,0.0,70,0
448179764736,1,0.0,,0.0,71,0
448179764992,1,0.0,,0.0,71,0
448179765248,1,0.0,,0.0,72,0
448179765504,1,0.0,,0.0,72,0
448179765760,1,0.0,,0.0,72,0
448179766016,1,0.0,,0.0,71,0
448179766272,1,0.0,,0.0,71,0
448179766528,1,0.0,,0.0,71,0
448179766784,1,0.0,,0.0,71,0
448179767040,1,0.0,,0.0,70,0
448179767296,1,0.0,,0.0,70,0
448179767552,1,0.0,,0.0,70,0
448179767808,1,0.0,,0.0,70,0
448179768064,1,0.0,,0.0,70,0
448179768320,1,0.0,,0.0,69,0
448179768576,1,0.0,,0.0,70,0
448179768832,1,0.0,,0.015625,70,0
448179769088,1,0.0,,0.0,69,0
448179769344,1,0.0,,0.0,69,0
448179769600,1,0.0,,0.0,69,0
448179769856,1,0.0,,0.0,70,0
448179770112,1,0.0,,0.0,70,0
448179770368,1,0.0,,0.0,70,0
448179770624,1,0.0,,0.0,70,0
448179770880,1,0.0,,0.0,70,0
448179771136,1,0.0,,0.0,70,0
448179771392,1,0.0,,0.0,71,0
448179771648,1,0.0,,0.0,71,0
448179771904,1,0.0,,0.0,71,0
448179772160,1,0.0,,0.0,71,0
448179772416,1,0.0,,0.0,71,0
448179772672,1,0.0,,0.0,71,0
448179772928,1,0.0,,0.0,72,0
448179773184,1,0.0,,0.0,72,0
448179773440,1,0.0,,0.0,72,0
448179773696,1,0.0,,0.0,72,0
448179773952,1,0.0,,0.0,72,0
448179774208,1,0.0,,0.0,73,0
448179774464,1,0.0,,0.0,73,0
448179774720,1,0.0,,0.0,73,0
448179774976,1,0.0,,0.0,74,0
448179775232,1,0.0,,0.0,74,0
448179775488,1,0.0,,0.0,74,0
448179775744,1,0.0,,0.0,74,0
448179776000,1,0.0,,0.0,74,0
448179776256,1,0.0,,0.0,74,0
448179776512,1,0.0,,0.0,74,0
448179776768,1,0.0,,0.0,75,0
448179777024,1,0.0,,0.0,75,0
448179777280,1,0.0,,0.0,75,0
448179777536,1,0.0,,0.015625,74,0
448179777792,1,0.0,,0.0,74,0
448179778048,1,0.0,,0.0,73,0
448179778304,1,0.0,,0.0,72,0
448179778560,1,0.0,,0.0,72,0
448179778816,1,0.0,,0.0,72,0
448179779072,1,0.0,,0.0,72,0
448179779328,1,0.0,,0.0,73,0
448179779584,1,0.0,,0.0,74,0
448179779840,1,0.0,,0.0,74,0
448179780096,1,0.0,,0.0,74,0
448179780352,1,0.0,,0.0,74,0
448179780608,1,0.0,,0.0,74,0
448179780864,1,0.0,,0.0,73,0
448179781120,1,0.0,,0.0,73,0
448179781376,1,0.0,,0.0,73,0
448179781632,1,0.0,,0.0,74,0
448179781888,2,0.0,,0.0,75,0
448179782144,2,0.0,,0.0,75,0
448179782400,2,0.0,,0.0,74,0
448179782656,2,0.0,,0.0,74,0
448179782912,2,0.0,,0.0,73,0
448179783168,2,0.0,,0.0,73,0
448179783424,2,0.0,,0.0,73,0
448179783680,2,0.0,,0.0,73,0
448179783936,2,0.0,,0.0,74,0
448179784192,2,0.0,,0.0,74,0
448179784448,2,0.0,,0.0,74,0
448179784704,2,0.0,,0.0,74,0
448179784960,2,0.0,,0.0,74,0
448179785216,2,0.0,,0.0,75,0
448179785472,2,0.0,,0.0,75,0
448179785728,2,0.0,,0.0,75,0
448179785984,2,0.0,,0.0,74,0
448179786240,2,0.0,,0.0,74,0
448179786496,2,0.0,,0.0,74,0
448179786752,2,0.0,,0.0,74,0
448179787008,2,0.0,,0.0,74,0
448179787264,2,0.0,,0.0,74,0
448179787520,2,0.0,,0.0,74,0
448179787776,2,0.0,,0.0,74,0
448179788032,2,0.0,,0.0,74,0
448179788288,2,0.0,,0.0,75,0
448179788544,2,0.0,,0.0,75,0
448179788800,2,0.0,,0.0,75,0
448179789056,2,0.0,,0.0,75,0
448179789312,2,0.0,,0.0,75,0
448179789568,2,0.0,,0.0,75,0
448179789824,2,0.0,,0.0,74,0
448179790080,2,0.0,,0.0,74,0
448179790336,2,0.0,,0.0,73,0
448179790592,2,0.0,,0.0,73,0
448179790848,2,0.0,,0.0,73,0
448179791104,2,0.0,,0.0,73,0
448179791360,2,0.0,,0.0,74,0
448179791616,2,0.0,,0.0,74,0
448179791872,2,0.0,,0.0,74,0
448179792128,2,0.0,,0.0,74,0
448179792384,2,0.0,,0.0,73,0
448179792640,2,0.0,,0.0,73,0
448179792896,2,0.0,,0.0,73,0
448179793152,2,0.0,,0.0,73,0
448179793408,2,0.0,,0.0,73,0
448179793664,2,0.0,,0.0,73,0
448179793920,2,0.0,,0.0,72,0
448179794176,2,0.0,,0.015625,72,0
448179794432,2,0.0,,0.0,72,0
448179794688,2,0.0,,0.0,72,0
